Date,VL,Devise
29/05/2012,858.89,EUR
28/05/2012,859.31,EUR
24/05/2012,861.37,EUR
23/05/2012,856.65,EUR
22/05/2012,850.53,EUR
21/05/2012,875.07,EUR
20/05/2012,876.69,EUR
17/05/2012,877.33,EUR
15/05/2012,850.45,EUR
14/05/2012,864.81,EUR
13/05/2012,864.6,EUR
10/05/2012,879.58,EUR
09/05/2012,891.1,EUR
08/05/2012,891.6,EUR
06/05/2012,921.78,EUR
03/05/2012,927.65,EUR
02/05/2012,925.72,EUR
01/05/2012,940.91,EUR
29/04/2012,951.01,EUR
26/04/2012,954.51,EUR
25/04/2012,949.04,EUR
24/04/2012,930.51,EUR
23/04/2012,937.61,EUR
22/04/2012,937.42,EUR
19/04/2012,953.84,EUR
18/04/2012,948.85,EUR
17/04/2012,944.45,EUR
16/04/2012,950.1,EUR
15/04/2012,942.3,EUR
12/04/2012,944.6,EUR
11/04/2012,960.94,EUR
10/04/2012,941.3,EUR
09/04/2012,944.07,EUR
04/04/2012,945.22,EUR
03/04/2012,931.92,EUR
02/04/2012,975.8,EUR
01/04/2012,974.64,EUR
29/03/2012,965.88,EUR
28/03/2012,954.12,EUR
27/03/2012,956.58,EUR
26/03/2012,975.22,EUR
25/03/2012,976.78,EUR
22/03/2012,964.06,EUR
21/03/2012,948.82,EUR
20/03/2012,974.11,EUR
19/03/2012,975.64,EUR
18/03/2012,995.32,EUR
15/03/2012,987.75,EUR
14/03/2012,993.36,EUR
13/03/2012,981.18,EUR
12/03/2012,1007.45,EUR
11/03/2012,1004.5,EUR
08/03/2012,1012.76,EUR
07/03/2012,1000,EUR
